FamilyTypeName,FamilyCategory,TypeDescription,FamilyName,Articule,ApparentLoad,LightFlux,TemperatureColor,PhotometricWeb,"Кп светового потока, %",CRI,"Длина, мм","Ширина, мм","Высота, мм","Масса, кг",IP,Вид клим. исполнения,"Тэксп. мин, °С","Тэксп. макс, °С","Uпит АС мин, В","Uпит АС макс, В","Uпит АС мин, В","Uпит АС макс, В","Коэф. мощности драйвера, ?",FamilyPath
L-trade II 45/44/К15/5.0K Standart,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5017,5000,К15,?1,72,1040,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/К15/5.0K Standart,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5017,5000,К15,?1,72,1040,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Г30/4.0K Standart,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5032,4000,Г30,?1,72,1040,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Г30/4.0K Standart,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5032,4000,Г30,?1,72,1040,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Г30/5.0K Standart,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5032,5000,Г30,?1,72,1040,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Г30/5.0K Standart,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5032,5000,Г30,?1,72,1040,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Д/4.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5148,4000,Д,?1,80,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Д/4.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5148,4000,Д,?1,80,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Д/5.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5148,5000,Д,?1,80,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Д/5.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5148,5000,Д,?1,80,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/К15/4.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5017,4000,К15,?1,72,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/К15/4.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5017,4000,К15,?1,72,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/К15/5.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5017,5000,К15,?1,72,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/К15/5.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5017,5000,К15,?1,72,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
L-trade II 45/44/Г30/4.0K Standart Easy Lock,Торговые,"Универсальный светодиодный светильник нового поколения L-trade II 45 предназначен для освещения торговых залов, промышленных помещений, логистических центров, складов, магазинов, спортивных сооружений и т.д.",L-office,3.22E+14,44,5032,4000,Г30,?1,72,1147,66,123,1.3,66,УХЛ 3,-60,40,140,265,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
